STATE,STNAME,CTYNAME,fips,state,Year,Population,Year_datetime
KY,Kentucky,Jefferson County,21111.0,KY,2009,721594,2009-01-01
KY,Kentucky,Jessamine County,21113.0,KY,2009,47589,2009-01-01
KY,Kentucky,Johnson County,21115.0,KY,2009,23827,2009-01-01
KY,Kentucky,Kenton County,21117.0,KY,2009,158729,2009-01-01
KY,Kentucky,Knott County,21119.0,KY,2009,17126,2009-01-01
KY,Kentucky,Knox County,21121.0,KY,2009,32710,2009-01-01
KY,Kentucky,Larue County,21123.0,KY,2009,13663,2009-01-01
KY,Kentucky,Laurel County,21125.0,KY,2009,57749,2009-01-01
KY,Kentucky,Lawrence County,21127.0,KY,2009,16573,2009-01-01
KY,Kentucky,Lee County,21129.0,KY,2009,7339,2009-01-01
KY,Kentucky,Leslie County,21131.0,KY,2009,11503,2009-01-01
KY,Kentucky,Letcher County,21133.0,KY,2009,23633,2009-01-01
KY,Kentucky,Lewis County,21135.0,KY,2009,13752,2009-01-01
KY,Kentucky,Lincoln County,21137.0,KY,2009,25172,2009-01-01
KY,Kentucky,Livingston County,21139.0,KY,2009,9598,2009-01-01
KY,Kentucky,Logan County,21141.0,KY,2009,27174,2009-01-01
KY,Kentucky,Lyon County,21143.0,KY,2009,8291,2009-01-01
KY,Kentucky,McCracken County,21145.0,KY,2009,65880,2009-01-01
KY,Kentucky,McCreary County,21147.0,KY,2009,17795,2009-01-01
KY,Kentucky,McLean County,21149.0,KY,2009,9607,2009-01-01
KY,Kentucky,Madison County,21151.0,KY,2009,83258,2009-01-01
KY,Kentucky,Magoffin County,21153.0,KY,2009,13166,2009-01-01
KY,Kentucky,Marion County,21155.0,KY,2009,19486,2009-01-01
KY,Kentucky,Marshall County,21157.0,KY,2009,31200,2009-01-01
KY,Kentucky,Martin County,21159.0,KY,2009,13070,2009-01-01
KY,Kentucky,Mason County,21161.0,KY,2009,17378,2009-01-01
KY,Kentucky,Meade County,21163.0,KY,2009,26501,2009-01-01
KY,Kentucky,Menifee County,21165.0,KY,2009,6593,2009-01-01
KY,Kentucky,Mercer County,21167.0,KY,2009,21920,2009-01-01
KY,Kentucky,Metcalfe County,21169.0,KY,2009,10063,2009-01-01
KY,Kentucky,Monroe County,21171.0,KY,2009,11569,2009-01-01
KY,Kentucky,Montgomery County,21173.0,KY,2009,25835,2009-01-01
KY,Kentucky,Morgan County,21175.0,KY,2009,14092,2009-01-01
KY,Kentucky,Muhlenberg County,21177.0,KY,2009,31274,2009-01-01
KY,Kentucky,Nelson County,21179.0,KY,2009,43550,2009-01-01
KY,Kentucky,Nicholas County,21181.0,KY,2009,6874,2009-01-01
KY,Kentucky,Ohio County,21183.0,KY,2009,23534,2009-01-01
KY,Kentucky,Oldham County,21185.0,KY,2009,58095,2009-01-01
KY,Kentucky,Owen County,21187.0,KY,2009,11380,2009-01-01
KY,Kentucky,Owsley County,21189.0,KY,2009,4619,2009-01-01
KY,Kentucky,Pendleton County,21191.0,KY,2009,14887,2009-01-01
KY,Kentucky,Perry County,21193.0,KY,2009,29136,2009-01-01
KY,Kentucky,Pike County,21195.0,KY,2009,65446,2009-01-01
KY,Kentucky,Powell County,21197.0,KY,2009,13566,2009-01-01
KY,Kentucky,Pulaski County,21199.0,KY,2009,60853,2009-01-01
KY,Kentucky,Robertson County,21201.0,KY,2009,2237,2009-01-01
KY,Kentucky,Rockcastle County,21203.0,KY,2009,16504,2009-01-01
KY,Kentucky,Rowan County,21205.0,KY,2009,22872,2009-01-01
KY,Kentucky,Russell County,21207.0,KY,2009,17377,2009-01-01
KY,Kentucky,Scott County,21209.0,KY,2009,45841,2009-01-01
KY,Kentucky,Shelby County,21211.0,KY,2009,42078,2009-01-01
KY,Kentucky,Simpson County,21213.0,KY,2009,17019,2009-01-01
KY,Kentucky,Spencer County,21215.0,KY,2009,17737,2009-01-01
KY,Kentucky,Taylor County,21217.0,KY,2009,24420,2009-01-01
KY,Kentucky,Todd County,21219.0,KY,2009,12253,2009-01-01
KY,Kentucky,Trigg County,21221.0,KY,2009,13290,2009-01-01
KY,Kentucky,Trimble County,21223.0,KY,2009,8958,2009-01-01
KY,Kentucky,Union County,21225.0,KY,2009,14990,2009-01-01
KY,Kentucky,Warren County,21227.0,KY,2009,108669,2009-01-01
KY,Kentucky,Washington County,21229.0,KY,2009,11257,2009-01-01
KY,Kentucky,Wayne County,21231.0,KY,2009,20748,2009-01-01
KY,Kentucky,Webster County,21233.0,KY,2009,13706,2009-01-01
KY,Kentucky,Whitley County,21235.0,KY,2009,38813,2009-01-01
KY,Kentucky,Wolfe County,21237.0,KY,2009,7099,2009-01-01
KY,Kentucky,Woodford County,21239.0,KY,2009,24986,2009-01-01
LA,Louisiana,Acadia Parish,22001.0,LA,2009,60095,2009-01-01
LA,Louisiana,Allen Parish,22003.0,LA,2009,25636,2009-01-01
LA,Louisiana,Ascension Parish,22005.0,LA,2009,104822,2009-01-01
LA,Louisiana,Assumption Parish,22007.0,LA,2009,22874,2009-01-01
LA,Louisiana,Avoyelles Parish,22009.0,LA,2009,42511,2009-01-01
LA,Louisiana,Beauregard Parish,22011.0,LA,2009,35419,2009-01-01
LA,Louisiana,Bienville Parish,22013.0,LA,2009,14729,2009-01-01
LA,Louisiana,Bossier Parish,22015.0,LA,2009,111492,2009-01-01
LA,Louisiana,Caddo Parish,22017.0,LA,2009,253623,2009-01-01
LA,Louisiana,Calcasieu Parish,22019.0,LA,2009,187554,2009-01-01
LA,Louisiana,Caldwell Parish,22021.0,LA,2009,10439,2009-01-01
LA,Louisiana,Cameron Parish,22023.0,LA,2009,6584,2009-01-01
LA,Louisiana,Catahoula Parish,22025.0,LA,2009,10460,2009-01-01
LA,Louisiana,Claiborne Parish,22027.0,LA,2009,16118,2009-01-01
LA,Louisiana,Concordia Parish,22029.0,LA,2009,18989,2009-01-01
LA,Louisiana,De Soto Parish,22031.0,LA,2009,26401,2009-01-01
LA,Louisiana,East Baton Rouge Parish,22033.0,LA,2009,434633,2009-01-01
LA,Louisiana,East Carroll Parish,22035.0,LA,2009,8102,2009-01-01
LA,Louisiana,East Feliciana Parish,22037.0,LA,2009,20970,2009-01-01
LA,Louisiana,Evangeline Parish,22039.0,LA,2009,35330,2009-01-01
LA,Louisiana,Franklin Parish,22041.0,LA,2009,19807,2009-01-01
LA,Louisiana,Grant Parish,22043.0,LA,2009,20164,2009-01-01
LA,Louisiana,Iberia Parish,22045.0,LA,2009,75101,2009-01-01
LA,Louisiana,Iberville Parish,22047.0,LA,2009,32505,2009-01-01
LA,Louisiana,Jackson Parish,22049.0,LA,2009,15063,2009-01-01
LA,Louisiana,Jefferson Parish,22051.0,LA,2009,443342,2009-01-01
LA,Louisiana,Jefferson Davis Parish,22053.0,LA,2009,31097,2009-01-01
LA,Louisiana,Lafayette Parish,22055.0,LA,2009,210954,2009-01-01
LA,Louisiana,Lafourche Parish,22057.0,LA,2009,93682,2009-01-01
LA,Louisiana,Lincoln Parish,22061.0,LA,2009,43286,2009-01-01
LA,Louisiana,Livingston Parish,22063.0,LA,2009,123326,2009-01-01
LA,Louisiana,Madison Parish,22065.0,LA,2009,11385,2009-01-01
LA,Louisiana,Morehouse Parish,22067.0,LA,2009,28223,2009-01-01
LA,Louisiana,Natchitoches Parish,22069.0,LA,2009,39255,2009-01-01
LA,Louisiana,Orleans Parish,22071.0,LA,2009,354850,2009-01-01
LA,Louisiana,Ouachita Parish,22073.0,LA,2009,151502,2009-01-01
LA,Louisiana,Plaquemines Parish,22075.0,LA,2009,20942,2009-01-01
LA,Louisiana,Pointe Coupee Parish,22077.0,LA,2009,22447,2009-01-01
LA,Louisiana,Rapides Parish,22079.0,LA,2009,133937,2009-01-01
LA,Louisiana,Red River Parish,22081.0,LA,2009,9003,2009-01-01
LA,Louisiana,Richland Parish,22083.0,LA,2009,20422,2009-01-01
LA,Louisiana,Sabine Parish,22085.0,LA,2009,23733,2009-01-01
LA,Louisiana,St. Bernard Parish,22087.0,LA,2009,40655,2009-01-01
LA,Louisiana,St. Charles Parish,22089.0,LA,2009,51611,2009-01-01
LA,Louisiana,St. Helena Parish,22091.0,LA,2009,10551,2009-01-01
LA,Louisiana,St. James Parish,22093.0,LA,2009,21054,2009-01-01
LA,Louisiana,St. John the Baptist Parish,22095.0,LA,2009,47086,2009-01-01
LA,Louisiana,St. Landry Parish,22097.0,LA,2009,92326,2009-01-01
LA,Louisiana,St. Martin Parish,22099.0,LA,2009,52217,2009-01-01
LA,Louisiana,St. Mary Parish,22101.0,LA,2009,50815,2009-01-01
LA,Louisiana,St. Tammany Parish,22103.0,LA,2009,231495,2009-01-01
LA,Louisiana,Tangipahoa Parish,22105.0,LA,2009,118688,2009-01-01
LA,Louisiana,Tensas Parish,22107.0,LA,2009,5609,2009-01-01
LA,Louisiana,Terrebonne Parish,22109.0,LA,2009,109291,2009-01-01
LA,Louisiana,Union Parish,22111.0,LA,2009,22584,2009-01-01
LA,Louisiana,Vermilion Parish,22113.0,LA,2009,56141,2009-01-01
LA,Louisiana,Vernon Parish,22115.0,LA,2009,46616,2009-01-01
LA,Louisiana,Washington Parish,22117.0,LA,2009,45669,2009-01-01
LA,Louisiana,Webster Parish,22119.0,LA,2009,40544,2009-01-01
LA,Louisiana,West Baton Rouge Parish,22121.0,LA,2009,22638,2009-01-01
LA,Louisiana,West Carroll Parish,22123.0,LA,2009,11329,2009-01-01
LA,Louisiana,West Feliciana Parish,22125.0,LA,2009,15055,2009-01-01
LA,Louisiana,Winn Parish,22127.0,LA,2009,15331,2009-01-01
ME,Maine,Androscoggin County,23001.0,ME,2009,106539,2009-01-01
ME,Maine,Aroostook County,23003.0,ME,2009,71488,2009-01-01
ME,Maine,Cumberland County,23005.0,ME,2009,278559,2009-01-01
ME,Maine,Franklin County,23007.0,ME,2009,29735,2009-01-01
ME,Maine,Hancock County,23009.0,ME,2009,53447,2009-01-01
ME,Maine,Kennebec County,23011.0,ME,2009,121090,2009-01-01
ME,Maine,Knox County,23013.0,ME,2009,40801,2009-01-01
ME,Maine,Lincoln County,23015.0,ME,2009,34576,2009-01-01
ME,Maine,Oxford County,23017.0,ME,2009,56244,2009-01-01
ME,Maine,Penobscot County,23019.0,ME,2009,149419,2009-01-01
ME,Maine,Piscataquis County,23021.0,ME,2009,16795,2009-01-01
ME,Maine,Sagadahoc County,23023.0,ME,2009,36391,2009-01-01
ME,Maine,Somerset County,23025.0,ME,2009,50947,2009-01-01
ME,Maine,Waldo County,23027.0,ME,2009,38287,2009-01-01
ME,Maine,Washington County,23029.0,ME,2009,32107,2009-01-01
ME,Maine,York County,23031.0,ME,2009,201876,2009-01-01
MD,Maryland,Allegany County,24001.0,MD,2009,72532,2009-01-01
MD,Maryland,Anne Arundel County,24003.0,MD,2009,521209,2009-01-01
MD,Maryland,Baltimore County,24005.0,MD,2009,789814,2009-01-01
MD,Maryland,Calvert County,24009.0,MD,2009,89212,2009-01-01
MD,Maryland,Caroline County,24011.0,MD,2009,33367,2009-01-01
MD,Maryland,Carroll County,24013.0,MD,2009,170089,2009-01-01
MD,Maryland,Cecil County,24015.0,MD,2009,100796,2009-01-01
MD,Maryland,Charles County,24017.0,MD,2009,142226,2009-01-01
MD,Maryland,Dorchester County,24019.0,MD,2009,32043,2009-01-01
MD,Maryland,Frederick County,24021.0,MD,2009,227980,2009-01-01
MD,Maryland,Garrett County,24023.0,MD,2009,29555,2009-01-01
MD,Maryland,Harford County,24025.0,MD,2009,242514,2009-01-01
MD,Maryland,Howard County,24027.0,MD,2009,281884,2009-01-01
MD,Maryland,Kent County,24029.0,MD,2009,20247,2009-01-01
MD,Maryland,Montgomery County,24031.0,MD,2009,971600,2009-01-01
MD,Maryland,Prince George's County,24033.0,MD,2009,834560,2009-01-01
MD,Maryland,Queen Anne's County,24035.0,MD,2009,47958,2009-01-01
MD,Maryland,St. Mary's County,24037.0,MD,2009,102999,2009-01-01
MD,Maryland,Somerset County,24039.0,MD,2009,25959,2009-01-01
MD,Maryland,Talbot County,24041.0,MD,2009,36262,2009-01-01
MD,Maryland,Washington County,24043.0,MD,2009,145910,2009-01-01
MD,Maryland,Wicomico County,24045.0,MD,2009,94222,2009-01-01
MD,Maryland,Worcester County,24047.0,MD,2009,49122,2009-01-01
MD,Maryland,Baltimore city,24510.0,MD,2009,637418,2009-01-01
MA,Massachusetts,Barnstable County,25001.0,MA,2009,221151,2009-01-01
MA,Massachusetts,Berkshire County,25003.0,MA,2009,129288,2009-01-01
MA,Massachusetts,Bristol County,25005.0,MA,2009,547433,2009-01-01
MA,Massachusetts,Dukes County,25007.0,MA,2009,15974,2009-01-01
MA,Massachusetts,Essex County,25009.0,MA,2009,742582,2009-01-01
MA,Massachusetts,Franklin County,25011.0,MA,2009,71778,2009-01-01
MA,Massachusetts,Hampden County,25013.0,MA,2009,471081,2009-01-01
MA,Massachusetts,Hampshire County,25015.0,MA,2009,156044,2009-01-01
MA,Massachusetts,Middlesex County,25017.0,MA,2009,1505006,2009-01-01
MA,Massachusetts,Nantucket County,25019.0,MA,2009,11322,2009-01-01
MA,Massachusetts,Norfolk County,25021.0,MA,2009,666303,2009-01-01
MA,Massachusetts,Plymouth County,25023.0,MA,2009,498344,2009-01-01
MA,Massachusetts,Suffolk County,25025.0,MA,2009,753580,2009-01-01
MA,Massachusetts,Worcester County,25027.0,MA,2009,803701,2009-01-01
MI,Michigan,Alcona County,26001.0,MI,2009,11091,2009-01-01
MI,Michigan,Alger County,26003.0,MI,2009,9286,2009-01-01
MI,Michigan,Allegan County,26005.0,MI,2009,113449,2009-01-01
MI,Michigan,Alpena County,26007.0,MI,2009,29289,2009-01-01
MI,Michigan,Antrim County,26009.0,MI,2009,23834,2009-01-01
MI,Michigan,Arenac County,26011.0,MI,2009,16092,2009-01-01
MI,Michigan,Baraga County,26013.0,MI,2009,8604,2009-01-01
MI,Michigan,Barry County,26015.0,MI,2009,58434,2009-01-01
MI,Michigan,Bay County,26017.0,MI,2009,107434,2009-01-01
MI,Michigan,Benzie County,26019.0,MI,2009,17227,2009-01-01
MI,Michigan,Berrien County,26021.0,MI,2009,160472,2009-01-01
MI,Michigan,Branch County,26023.0,MI,2009,44737,2009-01-01
MI,Michigan,Calhoun County,26025.0,MI,2009,135616,2009-01-01
MI,Michigan,Cass County,26027.0,MI,2009,49925,2009-01-01
MI,Michigan,Charlevoix County,26029.0,MI,2009,25796,2009-01-01
MI,Michigan,Cheboygan County,26031.0,MI,2009,26106,2009-01-01
MI,Michigan,Chippewa County,26033.0,MI,2009,38731,2009-01-01
MI,Michigan,Clare County,26035.0,MI,2009,30104,2009-01-01
MI,Michigan,Clinton County,26037.0,MI,2009,69893,2009-01-01
MI,Michigan,Crawford County,26039.0,MI,2009,14203,2009-01-01
MI,Michigan,Delta County,26041.0,MI,2009,36918,2009-01-01
MI,Michigan,Dickinson County,26043.0,MI,2009,26691,2009-01-01
MI,Michigan,Eaton County,26045.0,MI,2009,106077,2009-01-01
MI,Michigan,Emmet County,26047.0,MI,2009,33649,2009-01-01
MI,Michigan,Genesee County,26049.0,MI,2009,424043,2009-01-01
MI,Michigan,Gladwin County,26051.0,MI,2009,25724,2009-01-01
MI,Michigan,Gogebic County,26053.0,MI,2009,15936,2009-01-01
MI,Michigan,Grand Traverse County,26055.0,MI,2009,86333,2009-01-01
MI,Michigan,Gratiot County,26057.0,MI,2009,41948,2009-01-01
MI,Michigan,Hillsdale County,26059.0,MI,2009,45650,2009-01-01
MI,Michigan,Houghton County,26061.0,MI,2009,35333,2009-01-01
MI,Michigan,Huron County,26063.0,MI,2009,32236,2009-01-01
MI,Michigan,Ingham County,26065.0,MI,2009,277633,2009-01-01
MI,Michigan,Ionia County,26067.0,MI,2009,62574,2009-01-01
MI,Michigan,Iosco County,26069.0,MI,2009,25817,2009-01-01
MI,Michigan,Iron County,26071.0,MI,2009,11633,2009-01-01
MI,Michigan,Isabella County,26073.0,MI,2009,67176,2009-01-01
MI,Michigan,Jackson County,26075.0,MI,2009,159828,2009-01-01
MI,Michigan,Kalamazoo County,26077.0,MI,2009,248407,2009-01-01
MI,Michigan,Kalkaska County,26079.0,MI,2009,16891,2009-01-01
MI,Michigan,Kent County,26081.0,MI,2009,608315,2009-01-01
MI,Michigan,Keweenaw County,26083.0,MI,2009,2305,2009-01-01
MI,Michigan,Lake County,26085.0,MI,2009,10926,2009-01-01
MI,Michigan,Lapeer County,26087.0,MI,2009,89974,2009-01-01
MI,Michigan,Leelanau County,26089.0,MI,2009,21899,2009-01-01
MI,Michigan,Lenawee County,26091.0,MI,2009,99837,2009-01-01
MI,Michigan,Livingston County,26093.0,MI,2009,183118,2009-01-01
MI,Michigan,Luce County,26095.0,MI,2009,6518,2009-01-01
MI,Michigan,Mackinac County,26097.0,MI,2009,10591,2009-01-01
MI,Michigan,Macomb County,26099.0,MI,2009,831427,2009-01-01
MI,Michigan,Manistee County,26101.0,MI,2009,24439,2009-01-01
MI,Michigan,Marquette County,26103.0,MI,2009,65703,2009-01-01
MI,Michigan,Mason County,26105.0,MI,2009,28637,2009-01-01
MI,Michigan,Mecosta County,26107.0,MI,2009,41775,2009-01-01
MI,Michigan,Menominee County,26109.0,MI,2009,23969,2009-01-01
MI,Michigan,Midland County,26111.0,MI,2009,82548,2009-01-01
MI,Michigan,Missaukee County,26113.0,MI,2009,14838,2009-01-01
MI,Michigan,Monroe County,26115.0,MI,2009,152721,2009-01-01
MI,Michigan,Montcalm County,26117.0,MI,2009,62733,2009-01-01
MI,Michigan,Montmorency County,26119.0,MI,2009,10094,2009-01-01
MI,Michigan,Muskegon County,26121.0,MI,2009,173951,2009-01-01
MI,Michigan,Newaygo County,26123.0,MI,2009,48686,2009-01-01
MI,Michigan,Oakland County,26125.0,MI,2009,1205508,2009-01-01
MI,Michigan,Oceana County,26127.0,MI,2009,27577,2009-01-01
MI,Michigan,Ogemaw County,26129.0,MI,2009,21234,2009-01-01
MI,Michigan,Ontonagon County,26131.0,MI,2009,6569,2009-01-01
MI,Michigan,Osceola County,26133.0,MI,2009,22703,2009-01-01
MI,Michigan,Oscoda County,26135.0,MI,2009,8707,2009-01-01
MI,Michigan,Otsego County,26137.0,MI,2009,23412,2009-01-01
MI,Michigan,Ottawa County,26139.0,MI,2009,261957,2009-01-01
MI,Michigan,Presque Isle County,26141.0,MI,2009,13436,2009-01-01
MI,Michigan,Roscommon County,26143.0,MI,2009,24682,2009-01-01
MI,Michigan,Saginaw County,26145.0,MI,2009,200050,2009-01-01
MI,Michigan,St. Clair County,26147.0,MI,2009,167562,2009-01-01
MI,Michigan,St. Joseph County,26149.0,MI,2009,61723,2009-01-01
MI,Michigan,Sanilac County,26151.0,MI,2009,42064,2009-01-01
MI,Michigan,Schoolcraft County,26153.0,MI,2009,8127,2009-01-01
MI,Michigan,Shiawassee County,26155.0,MI,2009,70006,2009-01-01
MI,Michigan,Tuscola County,26157.0,MI,2009,55395,2009-01-01
MI,Michigan,Van Buren County,26159.0,MI,2009,78227,2009-01-01
MI,Michigan,Washtenaw County,26161.0,MI,2009,347563,2009-01-01
MI,Michigan,Wayne County,26163.0,MI,2009,1925848,2009-01-01
MI,Michigan,Wexford County,26165.0,MI,2009,31553,2009-01-01
MN,Minnesota,Aitkin County,27001.0,MN,2009,15646,2009-01-01
MN,Minnesota,Anoka County,27003.0,MN,2009,331582,2009-01-01
MN,Minnesota,Becker County,27005.0,MN,2009,32076,2009-01-01
MN,Minnesota,Beltrami County,27007.0,MN,2009,44350,2009-01-01
MN,Minnesota,Benton County,27009.0,MN,2009,40193,2009-01-01
MN,Minnesota,Big Stone County,27011.0,MN,2009,5251,2009-01-01
MN,Minnesota,Blue Earth County,27013.0,MN,2009,61010,2009-01-01
MN,Minnesota,Brown County,27015.0,MN,2009,25603,2009-01-01
MN,Minnesota,Carlton County,27017.0,MN,2009,34327,2009-01-01
MN,Minnesota,Carver County,27019.0,MN,2009,92107,2009-01-01
MN,Minnesota,Cass County,27021.0,MN,2009,28534,2009-01-01
MN,Minnesota,Chippewa County,27023.0,MN,2009,12321,2009-01-01
MN,Minnesota,Chisago County,27025.0,MN,2009,50625,2009-01-01
MN,Minnesota,Clay County,27027.0,MN,2009,56763,2009-01-01
MN,Minnesota,Clearwater County,27029.0,MN,2009,8242,2009-01-01
MN,Minnesota,Cook County,27031.0,MN,2009,5472,2009-01-01
MN,Minnesota,Cottonwood County,27033.0,MN,2009,11116,2009-01-01
MN,Minnesota,Crow Wing County,27035.0,MN,2009,62723,2009-01-01
MN,Minnesota,Dakota County,27037.0,MN,2009,396500,2009-01-01
MN,Minnesota,Dodge County,27039.0,MN,2009,19772,2009-01-01
MN,Minnesota,Douglas County,27041.0,MN,2009,36390,2009-01-01
MN,Minnesota,Faribault County,27043.0,MN,2009,14506,2009-01-01
MN,Minnesota,Fillmore County,27045.0,MN,2009,20838,2009-01-01
MN,Minnesota,Freeborn County,27047.0,MN,2009,31002,2009-01-01
MN,Minnesota,Goodhue County,27049.0,MN,2009,45836,2009-01-01
MN,Minnesota,Grant County,27051.0,MN,2009,5835,2009-01-01
MN,Minnesota,Hennepin County,27053.0,MN,2009,1156212,2009-01-01
MN,Minnesota,Houston County,27055.0,MN,2009,19244,2009-01-01
MN,Minnesota,Hubbard County,27057.0,MN,2009,18644,2009-01-01
MN,Minnesota,Isanti County,27059.0,MN,2009,39442,2009-01-01
MN,Minnesota,Itasca County,27061.0,MN,2009,44727,2009-01-01
MN,Minnesota,Jackson County,27063.0,MN,2009,10786,2009-01-01
MN,Minnesota,Kanabec County,27065.0,MN,2009,15899,2009-01-01
MN,Minnesota,Kandiyohi County,27067.0,MN,2009,41123,2009-01-01
MN,Minnesota,Kittson County,27069.0,MN,2009,4374,2009-01-01
MN,Minnesota,Koochiching County,27071.0,MN,2009,13128,2009-01-01
MN,Minnesota,Lac qui Parle County,27073.0,MN,2009,7110,2009-01-01
MN,Minnesota,Lake County,27075.0,MN,2009,10610,2009-01-01
MN,Minnesota,Lake of the Woods County,27077.0,MN,2009,3880,2009-01-01
MN,Minnesota,Le Sueur County,27079.0,MN,2009,28059,2009-01-01
MN,Minnesota,Lincoln County,27081.0,MN,2009,5723,2009-01-01
MN,Minnesota,Lyon County,27083.0,MN,2009,25074,2009-01-01
MN,Minnesota,McLeod County,27085.0,MN,2009,36939,2009-01-01
MN,Minnesota,Mahnomen County,27087.0,MN,2009,5025,2009-01-01
MN,Minnesota,Marshall County,27089.0,MN,2009,9184,2009-01-01
MN,Minnesota,Martin County,27091.0,MN,2009,20245,2009-01-01
MN,Minnesota,Meeker County,27093.0,MN,2009,23154,2009-01-01
MN,Minnesota,Mille Lacs County,27095.0,MN,2009,26383,2009-01-01
MN,Minnesota,Morrison County,27097.0,MN,2009,32883,2009-01-01
MN,Minnesota,Mower County,27099.0,MN,2009,38215,2009-01-01
MN,Minnesota,Murray County,27101.0,MN,2009,8416,2009-01-01
MN,Minnesota,Nicollet County,27103.0,MN,2009,32224,2009-01-01
MN,Minnesota,Nobles County,27105.0,MN,2009,20558,2009-01-01
MN,Minnesota,Norman County,27107.0,MN,2009,6455,2009-01-01
MN,Minnesota,Olmsted County,27109.0,MN,2009,143962,2009-01-01
MN,Minnesota,Otter Tail County,27111.0,MN,2009,56588,2009-01-01
MN,Minnesota,Pennington County,27113.0,MN,2009,13842,2009-01-01
MN,Minnesota,Pine County,27115.0,MN,2009,28368,2009-01-01
MN,Minnesota,Pipestone County,27117.0,MN,2009,9353,2009-01-01
MN,Minnesota,Polk County,27119.0,MN,2009,30776,2009-01-01
MN,Minnesota,Pope County,27121.0,MN,2009,10869,2009-01-01
MN,Minnesota,Ramsey County,27123.0,MN,2009,506278,2009-01-01
MN,Minnesota,Red Lake County,27125.0,MN,2009,4188,2009-01-01
MN,Minnesota,Redwood County,27127.0,MN,2009,15464,2009-01-01
MN,Minnesota,Renville County,27129.0,MN,2009,15718,2009-01-01
MN,Minnesota,Rice County,27131.0,MN,2009,62723,2009-01-01
MN,Minnesota,Rock County,27133.0,MN,2009,9483,2009-01-01
MN,Minnesota,Roseau County,27135.0,MN,2009,15911,2009-01-01
MN,Minnesota,St. Louis County,27137.0,MN,2009,197767,2009-01-01
MN,Minnesota,Scott County,27139.0,MN,2009,131939,2009-01-01
MN,Minnesota,Sherburne County,27141.0,MN,2009,87832,2009-01-01
MN,Minnesota,Sibley County,27143.0,MN,2009,14925,2009-01-01
MN,Minnesota,Stearns County,27145.0,MN,2009,148955,2009-01-01
MN,Minnesota,Steele County,27147.0,MN,2009,36775,2009-01-01
MN,Minnesota,Stevens County,27149.0,MN,2009,9629,2009-01-01
MN,Minnesota,Swift County,27151.0,MN,2009,10823,2009-01-01
MN,Minnesota,Todd County,27153.0,MN,2009,23869,2009-01-01
MN,Minnesota,Traverse County,27155.0,MN,2009,3573,2009-01-01
MN,Minnesota,Wabasha County,27157.0,MN,2009,21884,2009-01-01
MN,Minnesota,Wadena County,27159.0,MN,2009,13269,2009-01-01
MN,Minnesota,Waseca County,27161.0,MN,2009,18771,2009-01-01
MN,Minnesota,Washington County,27163.0,MN,2009,231958,2009-01-01
MN,Minnesota,Watonwan County,27165.0,MN,2009,10912,2009-01-01
MN,Minnesota,Wilkin County,27167.0,MN,2009,6264,2009-01-01
MN,Minnesota,Winona County,27169.0,MN,2009,49436,2009-01-01
MN,Minnesota,Wright County,27171.0,MN,2009,121907,2009-01-01
MN,Minnesota,Yellow Medicine County,27173.0,MN,2009,9867,2009-01-01
MS,Mississippi,Adams County,28001.0,MS,2009,30722,2009-01-01
MS,Mississippi,Alcorn County,28003.0,MS,2009,35822,2009-01-01
MS,Mississippi,Amite County,28005.0,MS,2009,13038,2009-01-01
MS,Mississippi,Attala County,28007.0,MS,2009,19755,2009-01-01
MS,Mississippi,Benton County,28009.0,MS,2009,7981,2009-01-01
MS,Mississippi,Bolivar County,28011.0,MS,2009,36766,2009-01-01
MS,Mississippi,Calhoun County,28013.0,MS,2009,14422,2009-01-01
MS,Mississippi,Carroll County,28015.0,MS,2009,10278,2009-01-01
MS,Mississippi,Chickasaw County,28017.0,MS,2009,18683,2009-01-01
MS,Mississippi,Choctaw County,28019.0,MS,2009,9023,2009-01-01
MS,Mississippi,Claiborne County,28021.0,MS,2009,10755,2009-01-01
MS,Mississippi,Clarke County,28023.0,MS,2009,17207,2009-01-01
MS,Mississippi,Clay County,28025.0,MS,2009,20722,2009-01-01
MS,Mississippi,Coahoma County,28027.0,MS,2009,26936,2009-01-01
MS,Mississippi,Copiah County,28029.0,MS,2009,29094,2009-01-01
MS,Mississippi,Covington County,28031.0,MS,2009,20544,2009-01-01
MS,Mississippi,DeSoto County,28033.0,MS,2009,158719,2009-01-01
MS,Mississippi,Forrest County,28035.0,MS,2009,81078,2009-01-01
MS,Mississippi,Franklin County,28037.0,MS,2009,8324,2009-01-01
MS,Mississippi,George County,28039.0,MS,2009,22681,2009-01-01
MS,Mississippi,Greene County,28041.0,MS,2009,14352,2009-01-01
MS,Mississippi,Grenada County,28043.0,MS,2009,23046,2009-01-01
MS,Mississippi,Hancock County,28045.0,MS,2009,40962,2009-01-01
MS,Mississippi,Harrison County,28047.0,MS,2009,181191,2009-01-01
MS,Mississippi,Hinds County,28049.0,MS,2009,247631,2009-01-01
MS,Mississippi,Holmes County,28051.0,MS,2009,20290,2009-01-01
MS,Mississippi,Humphreys County,28053.0,MS,2009,9809,2009-01-01
MS,Mississippi,Issaquena County,28055.0,MS,2009,1612,2009-01-01
MS,Mississippi,Itawamba County,28057.0,MS,2009,23000,2009-01-01
MS,Mississippi,Jackson County,28059.0,MS,2009,132922,2009-01-01
MS,Mississippi,Jasper County,28061.0,MS,2009,17940,2009-01-01
MS,Mississippi,Jefferson County,28063.0,MS,2009,8928,2009-01-01
