STATE,STNAME,CTYNAME,fips,state,Year,Population,Year_datetime
GA,Georgia,Ben Hill County,13017.0,GA,2002,17168,2002-01-01
GA,Georgia,Berrien County,13019.0,GA,2002,16243,2002-01-01
GA,Georgia,Bibb County,13021.0,GA,2002,153979,2002-01-01
GA,Georgia,Bleckley County,13023.0,GA,2002,11682,2002-01-01
GA,Georgia,Brantley County,13025.0,GA,2002,15055,2002-01-01
GA,Georgia,Brooks County,13027.0,GA,2002,16247,2002-01-01
GA,Georgia,Bryan County,13029.0,GA,2002,24862,2002-01-01
GA,Georgia,Bulloch County,13031.0,GA,2002,57683,2002-01-01
GA,Georgia,Burke County,13033.0,GA,2002,22674,2002-01-01
GA,Georgia,Butts County,13035.0,GA,2002,21232,2002-01-01
GA,Georgia,Calhoun County,13037.0,GA,2002,6261,2002-01-01
GA,Georgia,Camden County,13039.0,GA,2002,45609,2002-01-01
GA,Georgia,Candler County,13043.0,GA,2002,9761,2002-01-01
GA,Georgia,Carroll County,13045.0,GA,2002,94874,2002-01-01
GA,Georgia,Catoosa County,13047.0,GA,2002,56060,2002-01-01
GA,Georgia,Charlton County,13049.0,GA,2002,10494,2002-01-01
GA,Georgia,Chatham County,13051.0,GA,2002,235712,2002-01-01
GA,Georgia,Chattahoochee County,13053.0,GA,2002,19189,2002-01-01
GA,Georgia,Chattooga County,13055.0,GA,2002,25922,2002-01-01
GA,Georgia,Cherokee County,13057.0,GA,2002,159006,2002-01-01
GA,Georgia,Clarke County,13059.0,GA,2002,104241,2002-01-01
GA,Georgia,Clay County,13061.0,GA,2002,3298,2002-01-01
GA,Georgia,Clayton County,13063.0,GA,2002,252560,2002-01-01
GA,Georgia,Clinch County,13065.0,GA,2002,6906,2002-01-01
GA,Georgia,Cobb County,13067.0,GA,2002,637772,2002-01-01
GA,Georgia,Coffee County,13069.0,GA,2002,38526,2002-01-01
GA,Georgia,Colquitt County,13071.0,GA,2002,42706,2002-01-01
GA,Georgia,Columbia County,13073.0,GA,2002,94135,2002-01-01
GA,Georgia,Cook County,13075.0,GA,2002,15880,2002-01-01
GA,Georgia,Coweta County,13077.0,GA,2002,97424,2002-01-01
GA,Georgia,Crawford County,13079.0,GA,2002,12447,2002-01-01
GA,Georgia,Crisp County,13081.0,GA,2002,21993,2002-01-01
GA,Georgia,Dade County,13083.0,GA,2002,15592,2002-01-01
GA,Georgia,Dawson County,13085.0,GA,2002,17546,2002-01-01
GA,Georgia,Decatur County,13087.0,GA,2002,28079,2002-01-01
GA,Georgia,DeKalb County,13089.0,GA,2002,690039,2002-01-01
GA,Georgia,Dodge County,13091.0,GA,2002,19346,2002-01-01
GA,Georgia,Dooly County,13093.0,GA,2002,11570,2002-01-01
GA,Georgia,Dougherty County,13095.0,GA,2002,95783,2002-01-01
GA,Georgia,Douglas County,13097.0,GA,2002,98222,2002-01-01
GA,Georgia,Early County,13099.0,GA,2002,12185,2002-01-01
GA,Georgia,Echols County,13101.0,GA,2002,3823,2002-01-01
GA,Georgia,Effingham County,13103.0,GA,2002,41088,2002-01-01
GA,Georgia,Elbert County,13105.0,GA,2002,20656,2002-01-01
GA,Georgia,Emanuel County,13107.0,GA,2002,21710,2002-01-01
GA,Georgia,Evans County,13109.0,GA,2002,11061,2002-01-01
GA,Georgia,Fannin County,13111.0,GA,2002,20876,2002-01-01
GA,Georgia,Fayette County,13113.0,GA,2002,95988,2002-01-01
GA,Georgia,Floyd County,13115.0,GA,2002,92612,2002-01-01
GA,Georgia,Forsyth County,13117.0,GA,2002,116127,2002-01-01
GA,Georgia,Franklin County,13119.0,GA,2002,20861,2002-01-01
GA,Georgia,Fulton County,13121.0,GA,2002,862931,2002-01-01
GA,Georgia,Gilmer County,13123.0,GA,2002,25151,2002-01-01
GA,Georgia,Glascock County,13125.0,GA,2002,2556,2002-01-01
GA,Georgia,Glynn County,13127.0,GA,2002,69057,2002-01-01
GA,Georgia,Gordon County,13129.0,GA,2002,46568,2002-01-01
GA,Georgia,Grady County,13131.0,GA,2002,23745,2002-01-01
GA,Georgia,Greene County,13133.0,GA,2002,15017,2002-01-01
GA,Georgia,Gwinnett County,13135.0,GA,2002,644753,2002-01-01
GA,Georgia,Habersham County,13137.0,GA,2002,37555,2002-01-01
GA,Georgia,Hall County,13139.0,GA,2002,151775,2002-01-01
GA,Georgia,Hancock County,13141.0,GA,2002,9729,2002-01-01
GA,Georgia,Haralson County,13143.0,GA,2002,26752,2002-01-01
GA,Georgia,Harris County,13145.0,GA,2002,24969,2002-01-01
GA,Georgia,Hart County,13147.0,GA,2002,23124,2002-01-01
GA,Georgia,Heard County,13149.0,GA,2002,11190,2002-01-01
GA,Georgia,Henry County,13151.0,GA,2002,139800,2002-01-01
GA,Georgia,Houston County,13153.0,GA,2002,116390,2002-01-01
GA,Georgia,Irwin County,13155.0,GA,2002,9962,2002-01-01
GA,Georgia,Jackson County,13157.0,GA,2002,45467,2002-01-01
GA,Georgia,Jasper County,13159.0,GA,2002,12028,2002-01-01
GA,Georgia,Jeff Davis County,13161.0,GA,2002,12794,2002-01-01
GA,Georgia,Jefferson County,13163.0,GA,2002,16999,2002-01-01
GA,Georgia,Jenkins County,13165.0,GA,2002,8588,2002-01-01
GA,Georgia,Johnson County,13167.0,GA,2002,8921,2002-01-01
GA,Georgia,Jones County,13169.0,GA,2002,24679,2002-01-01
GA,Georgia,Lamar County,13171.0,GA,2002,16131,2002-01-01
GA,Georgia,Lanier County,13173.0,GA,2002,7155,2002-01-01
GA,Georgia,Laurens County,13175.0,GA,2002,45606,2002-01-01
GA,Georgia,Lee County,13177.0,GA,2002,27727,2002-01-01
GA,Georgia,Liberty County,13179.0,GA,2002,61570,2002-01-01
GA,Georgia,Lincoln County,13181.0,GA,2002,8353,2002-01-01
GA,Georgia,Long County,13183.0,GA,2002,10576,2002-01-01
GA,Georgia,Lowndes County,13185.0,GA,2002,94272,2002-01-01
GA,Georgia,Lumpkin County,13187.0,GA,2002,22640,2002-01-01
GA,Georgia,McDuffie County,13189.0,GA,2002,21167,2002-01-01
GA,Georgia,McIntosh County,13191.0,GA,2002,10919,2002-01-01
GA,Georgia,Macon County,13193.0,GA,2002,13978,2002-01-01
GA,Georgia,Madison County,13195.0,GA,2002,26586,2002-01-01
GA,Georgia,Marion County,13197.0,GA,2002,7075,2002-01-01
GA,Georgia,Meriwether County,13199.0,GA,2002,22864,2002-01-01
GA,Georgia,Miller County,13201.0,GA,2002,6350,2002-01-01
GA,Georgia,Mitchell County,13205.0,GA,2002,23764,2002-01-01
GA,Georgia,Monroe County,13207.0,GA,2002,22602,2002-01-01
GA,Georgia,Montgomery County,13209.0,GA,2002,8507,2002-01-01
GA,Georgia,Morgan County,13211.0,GA,2002,16373,2002-01-01
GA,Georgia,Murray County,13213.0,GA,2002,38362,2002-01-01
GA,Georgia,Muscogee County,13215.0,GA,2002,185894,2002-01-01
GA,Georgia,Newton County,13217.0,GA,2002,71239,2002-01-01
GA,Georgia,Oconee County,13219.0,GA,2002,27100,2002-01-01
GA,Georgia,Oglethorpe County,13221.0,GA,2002,13083,2002-01-01
GA,Georgia,Paulding County,13223.0,GA,2002,93888,2002-01-01
GA,Georgia,Peach County,13225.0,GA,2002,24197,2002-01-01
GA,Georgia,Pickens County,13227.0,GA,2002,25575,2002-01-01
GA,Georgia,Pierce County,13229.0,GA,2002,15989,2002-01-01
GA,Georgia,Pike County,13231.0,GA,2002,14610,2002-01-01
GA,Georgia,Polk County,13233.0,GA,2002,39409,2002-01-01
GA,Georgia,Pulaski County,13235.0,GA,2002,9664,2002-01-01
GA,Georgia,Putnam County,13237.0,GA,2002,19229,2002-01-01
GA,Georgia,Quitman County,13239.0,GA,2002,2584,2002-01-01
GA,Georgia,Rabun County,13241.0,GA,2002,15554,2002-01-01
GA,Georgia,Randolph County,13243.0,GA,2002,7583,2002-01-01
GA,Georgia,Richmond County,13245.0,GA,2002,199092,2002-01-01
GA,Georgia,Rockdale County,13247.0,GA,2002,72987,2002-01-01
GA,Georgia,Schley County,13249.0,GA,2002,3793,2002-01-01
GA,Georgia,Screven County,13251.0,GA,2002,15327,2002-01-01
GA,Georgia,Seminole County,13253.0,GA,2002,9290,2002-01-01
GA,Georgia,Spalding County,13255.0,GA,2002,59868,2002-01-01
GA,Georgia,Stephens County,13257.0,GA,2002,25586,2002-01-01
GA,Georgia,Stewart County,13259.0,GA,2002,5097,2002-01-01
GA,Georgia,Sumter County,13261.0,GA,2002,33088,2002-01-01
GA,Georgia,Talbot County,13263.0,GA,2002,6600,2002-01-01
GA,Georgia,Taliaferro County,13265.0,GA,2002,2039,2002-01-01
GA,Georgia,Tattnall County,13267.0,GA,2002,22121,2002-01-01
GA,Georgia,Taylor County,13269.0,GA,2002,8798,2002-01-01
GA,Georgia,Telfair County,13271.0,GA,2002,11564,2002-01-01
GA,Georgia,Terrell County,13273.0,GA,2002,10823,2002-01-01
GA,Georgia,Thomas County,13275.0,GA,2002,42916,2002-01-01
GA,Georgia,Tift County,13277.0,GA,2002,38949,2002-01-01
GA,Georgia,Toombs County,13279.0,GA,2002,26128,2002-01-01
GA,Georgia,Towns County,13281.0,GA,2002,9678,2002-01-01
GA,Georgia,Treutlen County,13283.0,GA,2002,6924,2002-01-01
GA,Georgia,Troup County,13285.0,GA,2002,59828,2002-01-01
GA,Georgia,Turner County,13287.0,GA,2002,9633,2002-01-01
GA,Georgia,Twiggs County,13289.0,GA,2002,10725,2002-01-01
GA,Georgia,Union County,13291.0,GA,2002,18352,2002-01-01
GA,Georgia,Upson County,13293.0,GA,2002,27580,2002-01-01
GA,Georgia,Walker County,13295.0,GA,2002,61964,2002-01-01
GA,Georgia,Walton County,13297.0,GA,2002,66856,2002-01-01
GA,Georgia,Ware County,13299.0,GA,2002,35152,2002-01-01
GA,Georgia,Warren County,13301.0,GA,2002,6249,2002-01-01
GA,Georgia,Washington County,13303.0,GA,2002,20908,2002-01-01
GA,Georgia,Wayne County,13305.0,GA,2002,27207,2002-01-01
GA,Georgia,Webster County,13307.0,GA,2002,2247,2002-01-01
GA,Georgia,Wheeler County,13309.0,GA,2002,6539,2002-01-01
GA,Georgia,White County,13311.0,GA,2002,21929,2002-01-01
GA,Georgia,Whitfield County,13313.0,GA,2002,86381,2002-01-01
GA,Georgia,Wilcox County,13315.0,GA,2002,8659,2002-01-01
GA,Georgia,Wilkes County,13317.0,GA,2002,10605,2002-01-01
GA,Georgia,Wilkinson County,13319.0,GA,2002,10238,2002-01-01
GA,Georgia,Worth County,13321.0,GA,2002,21767,2002-01-01
HI,Hawaii,Hawaii County,15001.0,HI,2002,153170,2002-01-01
HI,Hawaii,Honolulu County,15003.0,HI,2002,882628,2002-01-01
HI,Hawaii,Kalawao County,15005.0,HI,2002,133,2002-01-01
HI,Hawaii,Kauai County,15007.0,HI,2002,59466,2002-01-01
HI,Hawaii,Maui County,15009.0,HI,2002,132672,2002-01-01
ID,Idaho,Ada County,16001.0,ID,2002,320917,2002-01-01
ID,Idaho,Adams County,16003.0,ID,2002,3438,2002-01-01
ID,Idaho,Bannock County,16005.0,ID,2002,77213,2002-01-01
ID,Idaho,Bear Lake County,16007.0,ID,2002,6164,2002-01-01
ID,Idaho,Benewah County,16009.0,ID,2002,8922,2002-01-01
ID,Idaho,Bingham County,16011.0,ID,2002,42015,2002-01-01
ID,Idaho,Blaine County,16013.0,ID,2002,20338,2002-01-01
ID,Idaho,Boise County,16015.0,ID,2002,6988,2002-01-01
ID,Idaho,Bonner County,16017.0,ID,2002,37784,2002-01-01
ID,Idaho,Bonneville County,16019.0,ID,2002,84643,2002-01-01
ID,Idaho,Boundary County,16021.0,ID,2002,9876,2002-01-01
ID,Idaho,Butte County,16023.0,ID,2002,2893,2002-01-01
ID,Idaho,Camas County,16025.0,ID,2002,1027,2002-01-01
ID,Idaho,Canyon County,16027.0,ID,2002,144936,2002-01-01
ID,Idaho,Caribou County,16029.0,ID,2002,7169,2002-01-01
ID,Idaho,Cassia County,16031.0,ID,2002,21336,2002-01-01
ID,Idaho,Clark County,16033.0,ID,2002,945,2002-01-01
ID,Idaho,Clearwater County,16035.0,ID,2002,8395,2002-01-01
ID,Idaho,Custer County,16037.0,ID,2002,4123,2002-01-01
ID,Idaho,Elmore County,16039.0,ID,2002,29307,2002-01-01
ID,Idaho,Franklin County,16041.0,ID,2002,11660,2002-01-01
ID,Idaho,Fremont County,16043.0,ID,2002,11935,2002-01-01
ID,Idaho,Gem County,16045.0,ID,2002,15394,2002-01-01
ID,Idaho,Gooding County,16047.0,ID,2002,14174,2002-01-01
ID,Idaho,Idaho County,16049.0,ID,2002,15339,2002-01-01
ID,Idaho,Jefferson County,16051.0,ID,2002,19646,2002-01-01
ID,Idaho,Jerome County,16053.0,ID,2002,18545,2002-01-01
ID,Idaho,Kootenai County,16055.0,ID,2002,114000,2002-01-01
ID,Idaho,Latah County,16057.0,ID,2002,35599,2002-01-01
ID,Idaho,Lemhi County,16059.0,ID,2002,7598,2002-01-01
ID,Idaho,Lewis County,16061.0,ID,2002,3648,2002-01-01
ID,Idaho,Lincoln County,16063.0,ID,2002,4143,2002-01-01
ID,Idaho,Madison County,16065.0,ID,2002,29654,2002-01-01
ID,Idaho,Minidoka County,16067.0,ID,2002,19397,2002-01-01
ID,Idaho,Nez Perce County,16069.0,ID,2002,37124,2002-01-01
ID,Idaho,Oneida County,16071.0,ID,2002,4116,2002-01-01
ID,Idaho,Owyhee County,16073.0,ID,2002,10793,2002-01-01
ID,Idaho,Payette County,16075.0,ID,2002,21059,2002-01-01
ID,Idaho,Power County,16077.0,ID,2002,7479,2002-01-01
ID,Idaho,Shoshone County,16079.0,ID,2002,12983,2002-01-01
ID,Idaho,Teton County,16081.0,ID,2002,6733,2002-01-01
ID,Idaho,Twin Falls County,16083.0,ID,2002,65295,2002-01-01
ID,Idaho,Valley County,16085.0,ID,2002,7515,2002-01-01
ID,Idaho,Washington County,16087.0,ID,2002,9891,2002-01-01
IL,Illinois,Adams County,17001.0,IL,2002,67765,2002-01-01
IL,Illinois,Alexander County,17003.0,IL,2002,9398,2002-01-01
IL,Illinois,Bond County,17005.0,IL,2002,17794,2002-01-01
IL,Illinois,Boone County,17007.0,IL,2002,44508,2002-01-01
IL,Illinois,Brown County,17009.0,IL,2002,6831,2002-01-01
IL,Illinois,Bureau County,17011.0,IL,2002,34995,2002-01-01
IL,Illinois,Calhoun County,17013.0,IL,2002,4974,2002-01-01
IL,Illinois,Carroll County,17015.0,IL,2002,16365,2002-01-01
IL,Illinois,Cass County,17017.0,IL,2002,13531,2002-01-01
IL,Illinois,Champaign County,17019.0,IL,2002,183102,2002-01-01
IL,Illinois,Christian County,17021.0,IL,2002,35022,2002-01-01
IL,Illinois,Clark County,17023.0,IL,2002,16904,2002-01-01
IL,Illinois,Clay County,17025.0,IL,2002,14147,2002-01-01
IL,Illinois,Clinton County,17027.0,IL,2002,35719,2002-01-01
IL,Illinois,Coles County,17029.0,IL,2002,52013,2002-01-01
IL,Illinois,Cook County,17031.0,IL,2002,5355574,2002-01-01
IL,Illinois,Crawford County,17033.0,IL,2002,20086,2002-01-01
IL,Illinois,Cumberland County,17035.0,IL,2002,11051,2002-01-01
IL,Illinois,DeKalb County,17037.0,IL,2002,92449,2002-01-01
IL,Illinois,De Witt County,17039.0,IL,2002,16546,2002-01-01
IL,Illinois,Douglas County,17041.0,IL,2002,19825,2002-01-01
IL,Illinois,DuPage County,17043.0,IL,2002,918864,2002-01-01
IL,Illinois,Edgar County,17045.0,IL,2002,19339,2002-01-01
IL,Illinois,Edwards County,17047.0,IL,2002,6799,2002-01-01
IL,Illinois,Effingham County,17049.0,IL,2002,34309,2002-01-01
IL,Illinois,Fayette County,17051.0,IL,2002,21490,2002-01-01
IL,Illinois,Ford County,17053.0,IL,2002,14087,2002-01-01
IL,Illinois,Franklin County,17055.0,IL,2002,38842,2002-01-01
IL,Illinois,Fulton County,17057.0,IL,2002,37488,2002-01-01
IL,Illinois,Gallatin County,17059.0,IL,2002,6175,2002-01-01
IL,Illinois,Greene County,17061.0,IL,2002,14588,2002-01-01
IL,Illinois,Grundy County,17063.0,IL,2002,38624,2002-01-01
IL,Illinois,Hamilton County,17065.0,IL,2002,8370,2002-01-01
IL,Illinois,Hancock County,17067.0,IL,2002,19590,2002-01-01
IL,Illinois,Hardin County,17069.0,IL,2002,4701,2002-01-01
IL,Illinois,Henderson County,17071.0,IL,2002,8103,2002-01-01
IL,Illinois,Henry County,17073.0,IL,2002,50166,2002-01-01
IL,Illinois,Iroquois County,17075.0,IL,2002,30698,2002-01-01
IL,Illinois,Jackson County,17077.0,IL,2002,58577,2002-01-01
IL,Illinois,Jasper County,17079.0,IL,2002,9972,2002-01-01
IL,Illinois,Jefferson County,17081.0,IL,2002,40028,2002-01-01
IL,Illinois,Jersey County,17083.0,IL,2002,21898,2002-01-01
IL,Illinois,Jo Daviess County,17085.0,IL,2002,22305,2002-01-01
IL,Illinois,Johnson County,17087.0,IL,2002,12715,2002-01-01
IL,Illinois,Kane County,17089.0,IL,2002,440157,2002-01-01
IL,Illinois,Kankakee County,17091.0,IL,2002,105416,2002-01-01
IL,Illinois,Kendall County,17093.0,IL,2002,61755,2002-01-01
IL,Illinois,Knox County,17095.0,IL,2002,54650,2002-01-01
IL,Illinois,Lake County,17097.0,IL,2002,671443,2002-01-01
IL,Illinois,LaSalle County,17099.0,IL,2002,111504,2002-01-01
IL,Illinois,Lawrence County,17101.0,IL,2002,16042,2002-01-01
IL,Illinois,Lee County,17103.0,IL,2002,35477,2002-01-01
IL,Illinois,Livingston County,17105.0,IL,2002,39111,2002-01-01
IL,Illinois,Logan County,17107.0,IL,2002,30713,2002-01-01
IL,Illinois,McDonough County,17109.0,IL,2002,32813,2002-01-01
IL,Illinois,McHenry County,17111.0,IL,2002,278222,2002-01-01
IL,Illinois,McLean County,17113.0,IL,2002,155630,2002-01-01
IL,Illinois,Macon County,17115.0,IL,2002,111980,2002-01-01
IL,Illinois,Macoupin County,17117.0,IL,2002,48769,2002-01-01
IL,Illinois,Madison County,17119.0,IL,2002,261346,2002-01-01
IL,Illinois,Marion County,17121.0,IL,2002,40893,2002-01-01
IL,Illinois,Marshall County,17123.0,IL,2002,12941,2002-01-01
IL,Illinois,Mason County,17125.0,IL,2002,15851,2002-01-01
IL,Illinois,Massac County,17127.0,IL,2002,15103,2002-01-01
IL,Illinois,Menard County,17129.0,IL,2002,12473,2002-01-01
IL,Illinois,Mercer County,17131.0,IL,2002,16872,2002-01-01
IL,Illinois,Monroe County,17133.0,IL,2002,29195,2002-01-01
IL,Illinois,Montgomery County,17135.0,IL,2002,30440,2002-01-01
IL,Illinois,Morgan County,17137.0,IL,2002,36064,2002-01-01
IL,Illinois,Moultrie County,17139.0,IL,2002,14267,2002-01-01
IL,Illinois,Ogle County,17141.0,IL,2002,52138,2002-01-01
IL,Illinois,Peoria County,17143.0,IL,2002,182453,2002-01-01
IL,Illinois,Perry County,17145.0,IL,2002,22719,2002-01-01
IL,Illinois,Piatt County,17147.0,IL,2002,16162,2002-01-01
IL,Illinois,Pike County,17149.0,IL,2002,16986,2002-01-01
IL,Illinois,Pope County,17151.0,IL,2002,4292,2002-01-01
IL,Illinois,Pulaski County,17153.0,IL,2002,7083,2002-01-01
IL,Illinois,Putnam County,17155.0,IL,2002,6068,2002-01-01
IL,Illinois,Randolph County,17157.0,IL,2002,33273,2002-01-01
IL,Illinois,Richland County,17159.0,IL,2002,16155,2002-01-01
IL,Illinois,Rock Island County,17161.0,IL,2002,148140,2002-01-01
IL,Illinois,St. Clair County,17163.0,IL,2002,257123,2002-01-01
IL,Illinois,Saline County,17165.0,IL,2002,26269,2002-01-01
IL,Illinois,Sangamon County,17167.0,IL,2002,191486,2002-01-01
IL,Illinois,Schuyler County,17169.0,IL,2002,6998,2002-01-01
IL,Illinois,Scott County,17171.0,IL,2002,5452,2002-01-01
IL,Illinois,Shelby County,17173.0,IL,2002,22490,2002-01-01
IL,Illinois,Stark County,17175.0,IL,2002,6255,2002-01-01
IL,Illinois,Stephenson County,17177.0,IL,2002,48034,2002-01-01
IL,Illinois,Tazewell County,17179.0,IL,2002,128107,2002-01-01
IL,Illinois,Union County,17181.0,IL,2002,18108,2002-01-01
IL,Illinois,Vermilion County,17183.0,IL,2002,82909,2002-01-01
IL,Illinois,Wabash County,17185.0,IL,2002,12633,2002-01-01
IL,Illinois,Warren County,17187.0,IL,2002,18327,2002-01-01
IL,Illinois,Washington County,17189.0,IL,2002,15084,2002-01-01
IL,Illinois,Wayne County,17191.0,IL,2002,16914,2002-01-01
IL,Illinois,White County,17193.0,IL,2002,15100,2002-01-01
IL,Illinois,Whiteside County,17195.0,IL,2002,60092,2002-01-01
IL,Illinois,Will County,17197.0,IL,2002,555566,2002-01-01
IL,Illinois,Williamson County,17199.0,IL,2002,62089,2002-01-01
IL,Illinois,Winnebago County,17201.0,IL,2002,282572,2002-01-01
IL,Illinois,Woodford County,17203.0,IL,2002,35698,2002-01-01
IN,Indiana,Adams County,18001.0,IN,2002,33516,2002-01-01
IN,Indiana,Allen County,18003.0,IN,2002,337069,2002-01-01
IN,Indiana,Bartholomew County,18005.0,IN,2002,71712,2002-01-01
IN,Indiana,Benton County,18007.0,IN,2002,9131,2002-01-01
IN,Indiana,Blackford County,18009.0,IN,2002,13759,2002-01-01
IN,Indiana,Boone County,18011.0,IN,2002,48171,2002-01-01
IN,Indiana,Brown County,18013.0,IN,2002,15174,2002-01-01
IN,Indiana,Carroll County,18015.0,IN,2002,20192,2002-01-01
IN,Indiana,Cass County,18017.0,IN,2002,40380,2002-01-01
IN,Indiana,Clark County,18019.0,IN,2002,97882,2002-01-01
IN,Indiana,Clay County,18021.0,IN,2002,26393,2002-01-01
IN,Indiana,Clinton County,18023.0,IN,2002,33873,2002-01-01
IN,Indiana,Crawford County,18025.0,IN,2002,10949,2002-01-01
IN,Indiana,Daviess County,18027.0,IN,2002,29659,2002-01-01
IN,Indiana,Dearborn County,18029.0,IN,2002,47147,2002-01-01
IN,Indiana,Decatur County,18031.0,IN,2002,24656,2002-01-01
IN,Indiana,DeKalb County,18033.0,IN,2002,40621,2002-01-01
IN,Indiana,Delaware County,18035.0,IN,2002,119400,2002-01-01
IN,Indiana,Dubois County,18037.0,IN,2002,39977,2002-01-01
IN,Indiana,Elkhart County,18039.0,IN,2002,185148,2002-01-01
IN,Indiana,Fayette County,18041.0,IN,2002,25061,2002-01-01
IN,Indiana,Floyd County,18043.0,IN,2002,71436,2002-01-01
IN,Indiana,Fountain County,18045.0,IN,2002,17734,2002-01-01
IN,Indiana,Franklin County,18047.0,IN,2002,22419,2002-01-01
IN,Indiana,Fulton County,18049.0,IN,2002,20368,2002-01-01
IN,Indiana,Gibson County,18051.0,IN,2002,32577,2002-01-01
IN,Indiana,Grant County,18053.0,IN,2002,72087,2002-01-01
IN,Indiana,Greene County,18055.0,IN,2002,32967,2002-01-01
IN,Indiana,Hamilton County,18057.0,IN,2002,207867,2002-01-01
IN,Indiana,Hancock County,18059.0,IN,2002,57980,2002-01-01
IN,Indiana,Harrison County,18061.0,IN,2002,35051,2002-01-01
IN,Indiana,Hendricks County,18063.0,IN,2002,114677,2002-01-01
IN,Indiana,Henry County,18065.0,IN,2002,47956,2002-01-01
IN,Indiana,Howard County,18067.0,IN,2002,84597,2002-01-01
IN,Indiana,Huntington County,18069.0,IN,2002,38152,2002-01-01
IN,Indiana,Jackson County,18071.0,IN,2002,41428,2002-01-01
IN,Indiana,Jasper County,18073.0,IN,2002,30384,2002-01-01
IN,Indiana,Jay County,18075.0,IN,2002,21640,2002-01-01
IN,Indiana,Jefferson County,18077.0,IN,2002,31972,2002-01-01
IN,Indiana,Jennings County,18079.0,IN,2002,28031,2002-01-01
IN,Indiana,Johnson County,18081.0,IN,2002,121883,2002-01-01
IN,Indiana,Knox County,18083.0,IN,2002,38774,2002-01-01
IN,Indiana,Kosciusko County,18085.0,IN,2002,74739,2002-01-01
IN,Indiana,LaGrange County,18087.0,IN,2002,35522,2002-01-01
IN,Indiana,Lake County,18089.0,IN,2002,483991,2002-01-01
IN,Indiana,LaPorte County,18091.0,IN,2002,109441,2002-01-01
IN,Indiana,Lawrence County,18093.0,IN,2002,45964,2002-01-01
IN,Indiana,Madison County,18095.0,IN,2002,132443,2002-01-01
IN,Indiana,Marion County,18097.0,IN,2002,864857,2002-01-01
IN,Indiana,Marshall County,18099.0,IN,2002,45453,2002-01-01
IN,Indiana,Martin County,18101.0,IN,2002,10277,2002-01-01
IN,Indiana,Miami County,18103.0,IN,2002,36761,2002-01-01
IN,Indiana,Monroe County,18105.0,IN,2002,121318,2002-01-01
IN,Indiana,Montgomery County,18107.0,IN,2002,37745,2002-01-01
IN,Indiana,Morgan County,18109.0,IN,2002,67792,2002-01-01
IN,Indiana,Newton County,18111.0,IN,2002,14252,2002-01-01
IN,Indiana,Noble County,18113.0,IN,2002,46843,2002-01-01
IN,Indiana,Ohio County,18115.0,IN,2002,5739,2002-01-01
IN,Indiana,Orange County,18117.0,IN,2002,19371,2002-01-01
IN,Indiana,Owen County,18119.0,IN,2002,22267,2002-01-01
IN,Indiana,Parke County,18121.0,IN,2002,17273,2002-01-01
IN,Indiana,Perry County,18123.0,IN,2002,18798,2002-01-01
IN,Indiana,Pike County,18125.0,IN,2002,12840,2002-01-01
IN,Indiana,Porter County,18127.0,IN,2002,149950,2002-01-01
IN,Indiana,Posey County,18129.0,IN,2002,26918,2002-01-01
IN,Indiana,Pulaski County,18131.0,IN,2002,13731,2002-01-01
